CostID,SchoolYear,SchoolState,SchoolType,EducationLevel,AnnualTotalDegreeCost,EstimatedTotalDegreeCost
1399,2024,Kansas,Public In-State,Bachelor's Degree,22058,88232
1400,2024,Kansas,Public In-State,Doctoral Degree,32584,162920
1401,2024,Kansas,Public In-State,Master's Degree,25182,50364
1402,2024,Kentucky,Private,Associate Degree,28097,56194
1403,2024,Kentucky,Private,Bachelor's Degree,53337,213348
1404,2024,Kentucky,Private,Doctoral Degree,57191,285955
1405,2024,Kentucky,Private,Master's Degree,42068,84136
1406,2024,Kentucky,Public In-State,Associate Degree,12709,25418
1407,2024,Kentucky,Public In-State,Bachelor's Degree,22114,88456
1408,2024,Kentucky,Public In-State,Doctoral Degree,31466,157330
1409,2024,Kentucky,Public In-State,Master's Degree,25503,51006
1410,2024,Louisiana,Private,Associate Degree,26424,52848
1411,2024,Louisiana,Private,Bachelor's Degree,54237,216948
1412,2024,Louisiana,Private,Doctoral Degree,52326,261630
1413,2024,Louisiana,Private,Master's Degree,47431,94862
1414,2024,Louisiana,Public In-State,Associate Degree,13130,26260
1415,2024,Louisiana,Public In-State,Bachelor's Degree,22118,88472
1416,2024,Louisiana,Public In-State,Doctoral Degree,31631,158155
1417,2024,Louisiana,Public In-State,Master's Degree,24543,49086
1418,2024,Maine,Private,Associate Degree,28007,56014
1419,2024,Maine,Private,Bachelor's Degree,55264,221056
1420,2024,Maine,Private,Doctoral Degree,53712,268560
1421,2024,Maine,Private,Master's Degree,46508,93016
1422,2024,Maine,Public In-State,Associate Degree,12708,25416
1423,2024,Maine,Public In-State,Bachelor's Degree,21728,86912
1424,2024,Maine,Public In-State,Doctoral Degree,34056,170280
1425,2024,Maine,Public In-State,Master's Degree,25657,51314
1426,2024,Maryland,Private,Associate Degree,28379,56758
1427,2024,Maryland,Private,Bachelor's Degree,51299,205196
1428,2024,Maryland,Private,Doctoral Degree,52058,260290
1429,2024,Maryland,Private,Master's Degree,43016,86032
1430,2024,Maryland,Public In-State,Associate Degree,13814,27628
1431,2024,Maryland,Public In-State,Bachelor's Degree,21432,85728
1432,2024,Maryland,Public In-State,Doctoral Degree,33209,166045
1433,2024,Maryland,Public In-State,Master's Degree,24567,49134
1434,2024,Massachusetts,Private,Associate Degree,27316,54632
1435,2024,Massachusetts,Private,Bachelor's Degree,50803,203212
1436,2024,Massachusetts,Private,Doctoral Degree,55757,278785
1437,2024,Massachusetts,Private,Master's Degree,46883,93766
1438,2024,Massachusetts,Public In-State,Associate Degree,14362,28724
1439,2024,Massachusetts,Public In-State,Bachelor's Degree,21576,86304
1440,2024,Massachusetts,Public In-State,Doctoral Degree,35346,176730
1441,2024,Massachusetts,Public In-State,Master's Degree,26302,52604
1442,2024,Michigan,Private,Associate Degree,29182,58364
1443,2024,Michigan,Private,Bachelor's Degree,56144,224576
1444,2024,Michigan,Private,Doctoral Degree,57325,286625
1445,2024,Michigan,Private,Master's Degree,44989,89978
1446,2024,Michigan,Public In-State,Associate Degree,13691,27382
1447,2024,Michigan,Public In-State,Bachelor's Degree,22352,89408
1448,2024,Michigan,Public In-State,Doctoral Degree,33170,165850
1449,2024,Michigan,Public In-State,Master's Degree,24926,49852
1450,2024,Minnesota,Private,Associate Degree,28746,57492
1451,2024,Minnesota,Private,Bachelor's Degree,56621,226484
1452,2024,Minnesota,Private,Doctoral Degree,56115,280575
1453,2024,Minnesota,Private,Master's Degree,44348,88696
1454,2024,Minnesota,Public In-State,Associate Degree,13615,27230
1455,2024,Minnesota,Public In-State,Bachelor's Degree,22123,88492
1456,2024,Minnesota,Public In-State,Doctoral Degree,34667,173335
1457,2024,Minnesota,Public In-State,Master's Degree,25310,50620
1458,2024,Mississippi,Private,Associate Degree,26638,53276
1459,2024,Mississippi,Private,Bachelor's Degree,50100,200400
1460,2024,Mississippi,Private,Doctoral Degree,56012,280060
1461,2024,Mississippi,Private,Master's Degree,43436,86872
1462,2024,Mississippi,Public In-State,Associate Degree,12867,25734
1463,2024,Mississippi,Public In-State,Bachelor's Degree,20459,81836
1464,2024,Mississippi,Public In-State,Doctoral Degree,32930,164650
1465,2024,Mississippi,Public In-State,Master's Degree,26700,53400
1466,2024,Missouri,Private,Associate Degree,29095,58190
1467,2024,Missouri,Private,Bachelor's Degree,52076,208304
1468,2024,Missouri,Private,Doctoral Degree,54427,272135
1469,2024,Missouri,Private,Master's Degree,45980,91960
1470,2024,Missouri,Public In-State,Associate Degree,14307,28614
1471,2024,Missouri,Public In-State,Bachelor's Degree,21548,86192
1472,2024,Missouri,Public In-State,Doctoral Degree,34346,171730
1473,2024,Missouri,Public In-State,Master's Degree,25583,51166
1474,2024,Montana,Private,Associate Degree,29536,59072
1475,2024,Montana,Private,Bachelor's Degree,54931,219724
1476,2024,Montana,Private,Doctoral Degree,58648,293240
1477,2024,Montana,Private,Master's Degree,44806,89612
1478,2024,Montana,Public In-State,Associate Degree,12949,25898
1479,2024,Montana,Public In-State,Bachelor's Degree,21380,85520
1480,2024,Montana,Public In-State,Doctoral Degree,32540,162700
1481,2024,Montana,Public In-State,Master's Degree,25001,50002
1482,2024,Nebraska,Private,Associate Degree,27422,54844
1483,2024,Nebraska,Private,Bachelor's Degree,51439,205756
1484,2024,Nebraska,Private,Doctoral Degree,51306,256530
1485,2024,Nebraska,Private,Master's Degree,47731,95462
1486,2024,Nebraska,Public In-State,Associate Degree,13237,26474
1487,2024,Nebraska,Public In-State,Bachelor's Degree,23154,92616
1488,2024,Nebraska,Public In-State,Doctoral Degree,31557,157785
1489,2024,Nebraska,Public In-State,Master's Degree,26266,52532
1490,2024,Nevada,Private,Associate Degree,26947,53894
1491,2024,Nevada,Private,Bachelor's Degree,55811,223244
1492,2024,Nevada,Private,Doctoral Degree,52786,263930
1493,2024,Nevada,Private,Master's Degree,48030,96060
1494,2024,Nevada,Public In-State,Associate Degree,13577,27154
1495,2024,Nevada,Public In-State,Bachelor's Degree,21429,85716
1496,2024,Nevada,Public In-State,Doctoral Degree,34497,172485
1497,2024,Nevada,Public In-State,Master's Degree,25418,50836
1498,2024,New Hampshire,Private,Associate Degree,28320,56640
1499,2024,New Hampshire,Private,Bachelor's Degree,53772,215088
1500,2024,New Hampshire,Private,Doctoral Degree,57515,287575
1501,2024,New Hampshire,Private,Master's Degree,46831,93662
1502,2024,New Hampshire,Public In-State,Associate Degree,14182,28364
1503,2024,New Hampshire,Public In-State,Bachelor's Degree,22040,88160
1504,2024,New Hampshire,Public In-State,Doctoral Degree,32882,164410
1505,2024,New Hampshire,Public In-State,Master's Degree,23631,47262
1506,2024,New Jersey,Private,Associate Degree,29202,58404
1507,2024,New Jersey,Private,Bachelor's Degree,54095,216380
1508,2024,New Jersey,Private,Doctoral Degree,53169,265845
1509,2024,New Jersey,Private,Master's Degree,46289,92578
1510,2024,New Jersey,Public In-State,Associate Degree,12808,25616
1511,2024,New Jersey,Public In-State,Bachelor's Degree,21883,87532
1512,2024,New Jersey,Public In-State,Doctoral Degree,34993,174965
1513,2024,New Jersey,Public In-State,Master's Degree,25249,50498
1514,2024,New Mexico,Private,Associate Degree,28505,57010
1515,2024,New Mexico,Private,Bachelor's Degree,53718,214872
1516,2024,New Mexico,Private,Doctoral Degree,54227,271135
1517,2024,New Mexico,Private,Master's Degree,47126,94252
1518,2024,New Mexico,Public In-State,Associate Degree,13675,27350
1519,2024,New Mexico,Public In-State,Bachelor's Degree,21456,85824
1520,2024,New Mexico,Public In-State,Doctoral Degree,34115,170575
1521,2024,New Mexico,Public In-State,Master's Degree,24400,48800
1522,2024,New York,Private,Associate Degree,26097,52194
1523,2024,New York,Private,Bachelor's Degree,51841,207364
1524,2024,New York,Private,Doctoral Degree,53371,266855
1525,2024,New York,Private,Master's Degree,45055,90110
1526,2024,New York,Public In-State,Associate Degree,13258,26516
1527,2024,New York,Public In-State,Bachelor's Degree,21289,85156
1528,2024,New York,Public In-State,Doctoral Degree,33383,166915
1529,2024,New York,Public In-State,Master's Degree,25864,51728
1530,2024,North Carolina,Private,Associate Degree,26018,52036
1531,2024,North Carolina,Private,Bachelor's Degree,54579,218316
1532,2024,North Carolina,Private,Doctoral Degree,50646,253230
1533,2024,North Carolina,Private,Master's Degree,42788,85576
1534,2024,North Carolina,Public In-State,Associate Degree,14031,28062
1535,2024,North Carolina,Public In-State,Bachelor's Degree,21643,86572
1536,2024,North Carolina,Public In-State,Doctoral Degree,33867,169335
1537,2024,North Carolina,Public In-State,Master's Degree,26289,52578
1538,2024,North Dakota,Private,Associate Degree,28829,57658
1539,2024,North Dakota,Private,Bachelor's Degree,54215,216860
1540,2024,North Dakota,Private,Doctoral Degree,50909,254545
1541,2024,North Dakota,Private,Master's Degree,44486,88972
1542,2024,North Dakota,Public In-State,Associate Degree,13658,27316
1543,2024,North Dakota,Public In-State,Bachelor's Degree,22427,89708
1544,2024,North Dakota,Public In-State,Doctoral Degree,33515,167575
1545,2024,North Dakota,Public In-State,Master's Degree,25879,51758
1546,2024,Ohio,Private,Associate Degree,27828,55656
1547,2024,Ohio,Private,Bachelor's Degree,53218,212872
1548,2024,Ohio,Private,Doctoral Degree,57669,288345
1549,2024,Ohio,Private,Master's Degree,43347,86694
1550,2024,Ohio,Public In-State,Associate Degree,14324,28648
1551,2024,Ohio,Public In-State,Bachelor's Degree,21797,87188
1552,2024,Ohio,Public In-State,Doctoral Degree,36058,180290
1553,2024,Ohio,Public In-State,Master's Degree,24985,49970
1554,2024,Oklahoma,Private,Associate Degree,27287,54574
1555,2024,Oklahoma,Private,Bachelor's Degree,51072,204288
1556,2024,Oklahoma,Private,Doctoral Degree,53221,266105
1557,2024,Oklahoma,Private,Master's Degree,44559,89118
1558,2024,Oklahoma,Public In-State,Associate Degree,14123,28246
1559,2024,Oklahoma,Public In-State,Bachelor's Degree,20828,83312
1560,2024,Oklahoma,Public In-State,Doctoral Degree,34792,173960
1561,2024,Oklahoma,Public In-State,Master's Degree,25482,50964
1562,2024,Oregon,Private,Associate Degree,28404,56808
1563,2024,Oregon,Private,Bachelor's Degree,51640,206560
1564,2024,Oregon,Private,Doctoral Degree,52326,261630
1565,2024,Oregon,Private,Master's Degree,43885,87770
1566,2024,Oregon,Public In-State,Associate Degree,13438,26876
1567,2024,Oregon,Public In-State,Bachelor's Degree,22674,90696
1568,2024,Oregon,Public In-State,Doctoral Degree,34234,171170
1569,2024,Oregon,Public In-State,Master's Degree,25505,51010
1570,2024,Pennsylvania,Private,Associate Degree,29397,58794
1571,2024,Pennsylvania,Private,Bachelor's Degree,52190,208760
1572,2024,Pennsylvania,Private,Doctoral Degree,54771,273855
1573,2024,Pennsylvania,Private,Master's Degree,43234,86468
1574,2024,Pennsylvania,Public In-State,Associate Degree,13396,26792
1575,2024,Pennsylvania,Public In-State,Bachelor's Degree,21354,85416
1576,2024,Pennsylvania,Public In-State,Doctoral Degree,35131,175655
1577,2024,Pennsylvania,Public In-State,Master's Degree,25758,51516
1578,2024,Rhode Island,Private,Associate Degree,28138,56276
1579,2024,Rhode Island,Private,Bachelor's Degree,54713,218852
1580,2024,Rhode Island,Private,Doctoral Degree,58052,290260
1581,2024,Rhode Island,Private,Master's Degree,46452,92904
1582,2024,Rhode Island,Public In-State,Associate Degree,13176,26352
1583,2024,Rhode Island,Public In-State,Bachelor's Degree,21688,86752
1584,2024,Rhode Island,Public In-State,Doctoral Degree,34905,174525
1585,2024,Rhode Island,Public In-State,Master's Degree,24628,49256
1586,2024,South Carolina,Private,Associate Degree,28157,56314
1587,2024,South Carolina,Private,Bachelor's Degree,55572,222288
1588,2024,South Carolina,Private,Doctoral Degree,56272,281360
1589,2024,South Carolina,Private,Master's Degree,43265,86530
1590,2024,South Carolina,Public In-State,Associate Degree,13780,27560
1591,2024,South Carolina,Public In-State,Bachelor's Degree,22315,89260
1592,2024,South Carolina,Public In-State,Doctoral Degree,36642,183210
1593,2024,South Carolina,Public In-State,Master's Degree,26686,53372
1594,2024,South Dakota,Private,Associate Degree,29662,59324
1595,2024,South Dakota,Private,Bachelor's Degree,50889,203556
1596,2024,South Dakota,Private,Doctoral Degree,55223,276115
1597,2024,South Dakota,Private,Master's Degree,47768,95536
1598,2024,South Dakota,Public In-State,Associate Degree,13716,27432
1599,2024,South Dakota,Public In-State,Bachelor's Degree,21485,85940
1600,2024,South Dakota,Public In-State,Doctoral Degree,32235,161175
1601,2024,South Dakota,Public In-State,Master's Degree,25784,51568
1602,2024,Tennessee,Private,Associate Degree,29249,58498
1603,2024,Tennessee,Private,Bachelor's Degree,54152,216608
1604,2024,Tennessee,Private,Doctoral Degree,52436,262180
1605,2024,Tennessee,Private,Master's Degree,42234,84468
1606,2024,Tennessee,Public In-State,Associate Degree,13564,27128
1607,2024,Tennessee,Public In-State,Bachelor's Degree,22510,90040
1608,2024,Tennessee,Public In-State,Doctoral Degree,33403,167015
1609,2024,Tennessee,Public In-State,Master's Degree,25359,50718
1610,2024,Texas,Private,Associate Degree,27191,54382
1611,2024,Texas,Private,Bachelor's Degree,50172,200688
1612,2024,Texas,Private,Doctoral Degree,55719,278595
1613,2024,Texas,Private,Master's Degree,47370,94740
1614,2024,Texas,Public In-State,Associate Degree,14379,28758
1615,2024,Texas,Public In-State,Bachelor's Degree,21388,85552
1616,2024,Texas,Public In-State,Doctoral Degree,33041,165205
1617,2024,Texas,Public In-State,Master's Degree,24256,48512
1618,2024,Utah,Private,Associate Degree,28125,56250
1619,2024,Utah,Private,Bachelor's Degree,53818,215272
1620,2024,Utah,Private,Doctoral Degree,51511,257555
1621,2024,Utah,Private,Master's Degree,46400,92800
1622,2024,Utah,Public In-State,Associate Degree,14093,28186
1623,2024,Utah,Public In-State,Bachelor's Degree,21812,87248
1624,2024,Utah,Public In-State,Doctoral Degree,35903,179515
1625,2024,Utah,Public In-State,Master's Degree,23498,46996
1626,2024,Vermont,Private,Associate Degree,27443,54886
1627,2024,Vermont,Private,Bachelor's Degree,50372,201488
1628,2024,Vermont,Private,Doctoral Degree,51145,255725
1629,2024,Vermont,Private,Master's Degree,44569,89138
1630,2024,Vermont,Public In-State,Associate Degree,13833,27666
1631,2024,Vermont,Public In-State,Bachelor's Degree,21698,86792
1632,2024,Vermont,Public In-State,Doctoral Degree,33587,167935
1633,2024,Vermont,Public In-State,Master's Degree,25453,50906
1634,2024,Virginia,Private,Associate Degree,28953,57906
1635,2024,Virginia,Private,Bachelor's Degree,57241,228964
1636,2024,Virginia,Private,Doctoral Degree,55698,278490
1637,2024,Virginia,Private,Master's Degree,42086,84172
1638,2024,Virginia,Public In-State,Associate Degree,13422,26844
1639,2024,Virginia,Public In-State,Bachelor's Degree,21725,86900
1640,2024,Virginia,Public In-State,Doctoral Degree,34538,172690
1641,2024,Virginia,Public In-State,Master's Degree,26149,52298
1642,2024,Washington,Private,Associate Degree,29958,59916
1643,2024,Washington,Private,Bachelor's Degree,51965,207860
1644,2024,Washington,Private,Doctoral Degree,57361,286805
1645,2024,Washington,Private,Master's Degree,44313,88626
1646,2024,Washington,Public In-State,Associate Degree,13418,26836
1647,2024,Washington,Public In-State,Bachelor's Degree,20575,82300
1648,2024,Washington,Public In-State,Doctoral Degree,35048,175240
1649,2024,Washington,Public In-State,Master's Degree,24234,48468
1650,2024,West Virginia,Private,Associate Degree,27753,55506
1651,2024,West Virginia,Private,Bachelor's Degree,54919,219676
1652,2024,West Virginia,Private,Doctoral Degree,53593,267965
1653,2024,West Virginia,Private,Master's Degree,46724,93448
1654,2024,West Virginia,Public In-State,Associate Degree,13971,27942
1655,2024,West Virginia,Public In-State,Bachelor's Degree,22352,89408
1656,2024,West Virginia,Public In-State,Doctoral Degree,33978,169890
1657,2024,West Virginia,Public In-State,Master's Degree,25326,50652
1658,2024,Wisconsin,Private,Associate Degree,26599,53198
1659,2024,Wisconsin,Private,Bachelor's Degree,51017,204068
1660,2024,Wisconsin,Private,Doctoral Degree,54278,271390
1661,2024,Wisconsin,Private,Master's Degree,47228,94456
1662,2024,Wisconsin,Public In-State,Associate Degree,12956,25912
1663,2024,Wisconsin,Public In-State,Bachelor's Degree,22601,90404
1664,2024,Wisconsin,Public In-State,Doctoral Degree,33350,166750
1665,2024,Wisconsin,Public In-State,Master's Degree,27010,54020
1666,2024,Wyoming,Private,Associate Degree,27266,54532
1667,2024,Wyoming,Private,Bachelor's Degree,53608,214432
1668,2024,Wyoming,Private,Doctoral Degree,51505,257525
1669,2024,Wyoming,Private,Master's Degree,45780,91560
1670,2024,Wyoming,Public In-State,Associate Degree,14277,28554
1671,2024,Wyoming,Public In-State,Bachelor's Degree,21483,85932
1672,2024,Wyoming,Public In-State,Doctoral Degree,33461,167305
1673,2024,Wyoming,Public In-State,Master's Degree,23894,47788
